0.0,0.7886666666666667,0.8176666666666668,0.8243333333333335,0.8190000000000001,0,0,0,0,0
0.0,0.7983333333333333,0.7993333333333333,0.7996666666666666,0.8143333333333334,0,0,0,0,0
0.8156666666666667,0.8076666666666666,0.7983333333333333,0.81,0.8080000000000002,0,0,0,0,0
0.0,0.8113333333333334,0.7783333333333333,0.7773333333333333,0.8103333333333333,0,0,0,0,0
0.0,0.7206666666666667,0.7320000000000001,0.719,0.7163333333333334,0,0,0,0,0
0.0,0.7193333333333333,0.7203333333333334,0.7246666666666667,0.7253333333333334,0,0,0,0,0
0.0,0.7246666666666667,0.7206666666666667,0.7226666666666667,0.7253333333333334,0,0,0,0,0
0.0,0.7206666666666667,0.7176666666666666,0.7236666666666668,0.7193333333333333,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
