0,0,0,0,0,0.0,0.7406666666666667,0.7383333333333333,0.7466666666666667,0.7536666666666667
0,0,0,0,0,0.0,0.7856666666666667,0.7126666666666667,0.742,0.7256666666666667
0,0,0,0,0,0.0,0.7006666666666668,0.706,0.6826666666666666,0.6393333333333334
0,0,0,0,0,0.6130000000000001,0.6786666666666666,0.6423333333333333,0.6486666666666667,0.7053333333333334
0,0,0,0,0,0.0,0.7159999999999999,0.6863333333333334,0.7149999999999999,0.694
0,0,0,0,0,0.0,0.6996666666666668,0.7156666666666666,0.7076666666666668,0.6983333333333333
0,0,0,0,0,0.0,0.6033333333333334,0.6196666666666667,0.5640000000000001,0.5896666666666667
0,0,0,0,0,0.0,0.6083333333333334,0.593,0.576,0.6016666666666667
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
